Company_Brand,Sector,Stage,Amount($),HeadQuarter,What_it_does,Year
Bluepad,technology,Pre-Seed,200000.0,Bangalore,A one-stop solution for aggregated content  in vernacular languages,2021
FloBiz,technology,Series B,31000000.0,Bangalore,Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.,2021
Tummoc,automotive_and_transportation,Seed,540000.0,Bangalore,Tummoc helps track and find actionable & accurate bus/metro/suburban rail intracity travel information.,2021
Design Cafe,manufacturing_and_industrial,Unknown,25000000.0,Bangalore,Design Cafe is on a mission to democratize good design for homes in India.,2021
PayCardo,finance_and_banking,Pre-Seed,3500000.0,Pune,A true Contactless & Cashless and secure payment system reducing cash dependency,2021
Aerchain,technology,Pre-series A,3000000.0,Bangalore,Advance Source-to-Pay cycle to a new level with Artificial Intelligence!,2021
Expertrons,e_commerce,Unknown,3500000.0,Mumbai,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2021
CuriousJr,e_commerce,Seed,1000000.0,Gurugram,CuriousJr is a platform to answer kids' curiosity and prepare them for 21st-century skills.,2021
Wow! Momo,automotive_and_transportation,Series C,15000000.0,Kolkata,WOW! Momo is one of the fastest-growing food brands in India.,2021
Supertails,technology,Unknown,700000.0,Bangalore,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2021
LifeCell,technology,Unknown,30000000.0,Chennai,A building block of the team that preserves the building blocks of life,2021
ZestMoney,finance_and_banking,Series C,50000000.0,Bangalore,"ZestMoney helps make it accessible for millions to upgrade, to enhance, to rise, while keeping it affordable.",2021
FrontRow,e_commerce,Series A,14000000.0,Bangalore,"FrontRow enables everyone to pursue their passions - get better, learn from the best and get noticed!",2021
HappyCredit,technology,Pre-Seed,600000.0,Bangalore,"HappyCredit is on a mission to make online shopping delightful for 400mn bharat shoppers with credit, rewards, shopping inspiration and more.",2021
Endimension,health_and_wellness,Seed,300000.0,Mumbai,Endimension Technology is a healthcare Artificial Intelligence startup incubated at IIT Bombay.,2021
Frenzi,technology,Seed,3500000.0,Mumbai,India’s Fastest Growing Streaming Social Network,2021
Leverage Edu,education_and_learning,Unknown,3500000.0,Delhi,India's Most Trusted Study Abroad Platform,2021
BeepKart,automotive_and_transportation,Seed,3000000.0,Bangalore,BeepKart is building a platform to digitize and organize the used two-wheeler market.,2021
Lio,technology,Seed,5000000.0,Pune,"Lio is the one app for all data where you can create, keep records and track all the records",2021
TravClan,b2b_services,Pre-series A,2200000.0,Delhi,A mission to solve a genuine problem faced by millions of travel entrepreneurs across the world.,2021
WickedGud,automotive_and_transportation,Pre-Seed,340000.0,Mumbai,A mission to make every day eating guilt-free and change the way the world consumes comfort foods.,2021
Enercomp,technology,Unknown,200000.0,Ahmedabad,Enercomp Solutions Pvt Ltd provide drone based economically viable solutions for different sectors to improve efficiency and accuracy.,2021
BetterPlace,technology,Series C,24000000.0,Bangalore,"BetterPlace is India’s largest technology platform delivering digital solutions for blue-collar workforce management, throughout the entire value chain.",2021
Medpho,health_and_wellness,Unknown,1000000.0,Noida,Medpho is a healthcare service provider in India that connects doctors and patients at the click of a call.,2021
LivQuik Technology,finance_and_banking,Unknown,4000000.0,Mumbai,LivQuik’s vision is to enable the efficient movement of money.,2021
EventBeep,education_and_learning,Unknown,3500000.0,Pune,An inclusive community where students are inspired and empowered to reach their full potential,2021
GTM Buddy,technology,Seed,2000000.0,Hyderabad,Just-in-time Sales Enablement Platform,2021
Gobbly,technology,Pre-series A,900000.0,Gurugram,A 24x7 automated retail store filled with daily essentials.,2021
HexaHealth,health_and_wellness,Seed,4500000.0,Mumbai,H2D is the most trusted online platform that connects the finest experts with people aspiring to achieve their Health Goals in a holistic way,2021
Eupheus Learning,e_commerce,Series C,10000000.0,Delhi,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,2021
Easiloan,technology,Unknown,1000000.0,Mumbai,"A Fintech startup, offering fast & easy digital processing of Home Loans in a completely reimagined and delightful way.",2021
Anar,technology,Seed,6200000.0,Mumbai,Anar Business Community App is a platform where businesses can create their free profile and grow their business network all over India.,2021
Shadez,technology,Pre-series A,200000.0,Mumbai,"Smart painting process, latest automatic tools and professional painters make the process faster than any other conventional process of painting .",2021
Vahan,technology,Series A,8000000.0,Bangalore,"Help companies such as Zomato, Swiggy, Flipkart, Uber, Shadowfax etc. hire blue-collar workers and are on track to become India's largest recruitment platform.",2021
MPL,sports_and_gaming,Series E,3500000.0,Bangalore,"Mobile Premier League (MPL), is India’s largest eSports and mobile gaming platform, with over 50+ games on its app on iOS and Android, and over 60 million users in India.",2021
Tinkerly,education_and_learning,Unknown,800000.0,Jaipur,"A STEM learning online-offline solutions provider that makes STEM learning & Coding fun and interesting with superior pedagogy, blended learning, and play-based curriculum.",2021
Godamwale,technology,Unknown,1000000.0,Mumbai,Godamwale is tech enabled integrated logistics company providing end to end supply chain solutions.,2021
Artium Academy,technology,Seed,750000.0,Mumbai,Artium Academy is an Online Music Education platform that makes learning fun and accessible to people of all ages.,2021
Awon GameZ,sports_and_gaming,Seed,2000000.0,Noida,"An online platform on which developers can host their games and gamers can come together as a community to enjoy experiences, compete, challenge and win!",2021
Ayu Health,health_and_wellness,Series A,6300000.0,Bangalore,Ayu Health is a network of high quality hospitals focused on providing high quality healthcare for all.,2021
Apna,technology,Series C,100000000.0,Bangalore,India's largest professional networking & job opportunities platform for the rising workforce.,2021
BharatAgri,agriculture_and_food,Series A,6500000.0,Bangalore,Provide personalized farm solution to the farmers. Only app to provide actionable insights based on weather changes.,2021
Flatheads,technology,Pre-series A,1000000.0,Bangalore,Flatheads are an enthusiastic team of young professionals building a retail brand in the casual footwear space.,2021
Boutique Spirit Brands,technology,Unknown,10000000.0,Delhi,Boutique Spirit Brands is a leading Brand creation & manufacturing company of Branded alcoholic beverages in India.,2021
eShipz,technology,Unknown,700000.0,Bangalore,Digital Shipping Platform for Creating best Pre & Post Shipping Experiences to Brands and Enterprise Customers. and help grow their business by 5X with automation & cloud technology.,2021
Pine Labs,technology,Unknown,100000000.0,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,2021
Paytail,finance_and_banking,Seed,1500000.0,Delhi,Paytail is revolutionizing the offline commerce by enabling instant paperless EMI's to consumers,2021
4Fin,finance_and_banking,Pre-Seed,1100000.0,Pune,4Fin is a Fintech Platform catering to needs of Smart Bharat.,2021
Atomberg Technologies,technology,Unknown,3500000.0,Mumbai,A maker of energy-efficient smart fans,2021
Genext Students,education_and_learning,Unknown,3500000.0,Mumbai,"LIVE online classes with expert tutors for K-12 for CBSE, ICSE and State Boards.",2021
immunitoAI,technology,Seed,1000000.0,Bangalore,Perform Antibody Discovery using Artificial Intelligence.,2021
GameEon Studios,technology,Unknown,320000.0,Mumbai,"GameEon is based in the sleepless city of Mumbai, India and deals mainly in game development.",2021
Farmers Fresh Zone,agriculture_and_food,Pre-series A,800000.0,Kochi,D2C Health and Wellness Brand for Fresh and Safe Fruits and Vegetables from farmers through traceable Supply Chain,2021
Anveshan,automotive_and_transportation,Seed,500000.0,Bangalore,Revolutionizing the food industry through technology by providing high-quality traceable food products,2021
OckyPocky,education_and_learning,Seed,3500000.0,Gurugram,OckyPocky is India's 1st interactive English learning app for preschool kids.,2021
Coutloot,technology,Pre-series,8000000.0,Mumbai,"Empowering local markets to sell online socially, our mission is to bring 25M sellers online by 2023",2021
Nova Benefits,health_and_wellness,Series A,10000000.0,Bangalore,Nova Benefits is the one stop tech platform for providing the best health and wellness benefits to employees.,2021
HomeLane,real_estate_and_construction,Series E,50000000.0,Bangalore,"Tech-empowered teams have delivered over 20,000 homes across 16 cities over the last 7 years.",2021
Lido Learning,e_commerce,Unknown,10000000.0,Mumbai,LIDO is an  ed-tech company revolutionizing formal classroom education through a unique and immersive online classroom for every child in India.,2021
Jar,technology,Pre-series A,4500000.0,Bangalore,A daily gold-savings app that saves spare change & auto-invests.,2021
Peppermint,manufacturing_and_industrial,Unknown,600000.0,Pune,Intelligent Housekeeping Robots for public and working spaces,2021
moneyHOP,finance_and_banking,Seed,1200000.0,London,moneyHOP is India’s first cross-border neo bank.,2021
Codingal,education_and_learning,Seed,1200000.0,Bangalore,Codingal is on a mission to inspire school kids to fall in love with coding. Backed by Y Combinator!,2021
Skit,technology,Series B,23000000.0,Bangalore,Enabling enterprises to automate their contact centre operations using Voice AI.,2021
Peak,technology,Series C,75000000.0,Manchester,Peak helps the world's smartest companies put the power of AI at the center of all commercial decision making with Decision Intelligence,2021
REVOS,automotive_and_transportation,Series A,4000000.0,Bangalore,REVOS is a smart mobility platform that empowers all 2 and 3 wheeler vehicles through AI-integrated IoT  solutions,2021
Dezerv.,finance_and_banking,Seed,7000000.0,Mumbai,"Integrated Portfolios designed by experts with decades of investing, Unique access to pre-IPO and startup investing",2021
AppsForBharat,media_and_entertainment,Series A,10000000.0,Bangalore,"A mission to assist a billion Indians in their spiritual journey, through a range of products & services",2021
